Date Created,Number of Likes,Source of Tweet,Tweets
2020-10-20 16:59:48+00:00,9084,Twitter Web App,#Artsakh forces have shot down a dozen of Turkish Bayraktar drones. We call upon other countries to follow #Canada 's example and suspend exports of military technology to #Turkey
2020-10-20 11:59:28+00:00,6286,Twitter for iPhone,#Azerbaijan is governed by racist regime that glorifies ethnic violence against #Armenians and implants ethnic hatred into society-confirmed by @ECHR_CEDH @ECRI_CoE #CERD. Forcing Armenians of #Artsakh to live under Azerbaijani rule violates international law. #RecognizeArtsakh
2020-10-18 19:01:36+00:00,12992,Twitter for iPhone,#Artsakh has never been part of independent state of #Azerbajian and the latter’s territorial claims have no base under international law. Prevent Genocide. Recognize #Artsakh
2020-10-16 17:14:23+00:00,4270,Twitter Web App,"The people of #NagornoKarabakh face existential threat. My expectation from int’l community is simple: recognize the right of people of #Artsakh to remedial secession, to prevent their extermination under #Armenophobic Azerbaijani regime @RadioTeleSuisse 

https://t.co/FgWEd4k9ls"
2020-10-16 10:50:51+00:00,2706,Twitter for iPhone,"In 2018, the #Armenian people stood up for their democratic rights. Today, Armenians all over the world are standing together as one for the right of the people of #Artsakh to self-determination. In unity there is strength."
2020-10-16 10:50:50+00:00,6124,Twitter for iPhone,"Armenians all over the world, united as ever, shut down interstate highways across #Europe, demanding int'l recognition of #Artsakh: From France to Spain, Belgium to the Netherlands, Denmark to Germany, Switzerland and more. https://t.co/iBphWX6flh"
2020-10-14 15:26:38+00:00,9763,Twitter for iPhone,I am mourning the death of our martyrs that fought and gave their lives for the sake of our homeland. https://t.co/vNBtdhL0U4
2020-10-14 07:44:04+00:00,4552,Twitter Web App,"Turkey is not concerned with the #NagornoKarabakh conflict. Turkey’s focus is to execute and complete the #ArmenianGenocide. My interview to @Reuters 

https://t.co/G2o6Bd1a4t"
2020-10-13 17:53:41+00:00,5455,Twitter for iPhone,"Just spoke with Mark Rutte, @MinPres of the #Netherlands on  ongoing Azerbaijani-Turkish aggression in #Artsakh and Azerbaijan's failure to observe the humanitarian ceasefire. I reaffirmed the importance of ensuring unimpeded exercise of the right of nations to self-determination"
2020-10-11 09:02:47+00:00,2388,Twitter for iPhone,Dobbiamo riconoscere il pericolo che rappresentano le migliaia di jihadisti che si trovano nelle zone di combattimento. Riconoscere l’indipendenza della Repubblica del Nagorno Karabakh è il solo modo per impedire un nuovo genocidio degli armeni.@Repubblica https://t.co/jFmrvWTeO7
2020-10-11 08:14:08+00:00,2297,Twitter for iPhone,"Die internationale #Anerkennung des Status von #Berg-Karabach kann ein #Ausweg aus dieser Situation sein. 
Mein Interview im @ZDF 
The international #recognition of the status of #NagornoKarabakh can be a way out of this situation. 
https://t.co/KkC7KJjcgf"
2020-10-11 06:09:12+00:00,8576,Twitter for iPhone,"This united movement of #Armenians across the globe should attract other nations who pursue justice, freedom and love &amp; who are against violence, corruption, terrorism.
#Artsakh - symbol of world justice https://t.co/iICLFwEeKx"
2020-10-09 09:53:18+00:00,2165,Twitter for iPhone,"J'attends que la France et le Président de la France reconnaissent  l'indépendance du Haut-Karabakh. Dans la situation actuelle, il n'y a tout simplement pas d'autre option.Cela pourrait se transformer en catastrophe humanitaire. Mon interview à @TV5MONDE 
https://t.co/zPxnFaoSEU"
2020-10-09 09:05:40+00:00,4592,Twitter for iPhone,"Несмотря на все трудности, наш народ един, как никогда ранее, и полон решимости стоять до конца и защищать нашу свободу и независимость. https://t.co/vTcOxsu3oJ"
2020-10-08 09:03:07+00:00,4129,Twitter for iPhone,"Нагорный Карабах не может и не будет никогда в составе Азербайджана. Это уже исключено. 100%. И это доказывается действиями Азербайджана. 
Моё интервью @ru_rbc 
https://t.co/9rv4ci5QFt"
2020-10-06 19:54:43+00:00,7680,Twitter for iPhone,"The Armenians of Nagorno-Karabakh are facing an existential threat. So, IF the Armed Forces of Azerbaijan succeed, it will mean a #genocide for the Armenians of #NagornoKarabakh.
My interview to @BBCWN 

https://t.co/fs0gAQ9Bzd"
2020-10-04 15:29:01+00:00,4744,Twitter for iPhone,"#Türkei hat Terroristen nach #Bergkarabach transportiert, die jetzt auf der Seite von #Aserbaidschan gegen #Armeniern kämpfen. Das ist schon nicht lokales sondern globales #Sicherheitsthema. 
Interview to BILD. 
https://t.co/emtAVFJ4ti"
2020-10-03 18:49:35+00:00,12274,Twitter for iPhone,"Azerbaijani-Turkish bandits are not here to deal with Karabakh or the Karabakh issue. They have not come with the objective of capturing villages, cities. Their key target is the Armenian nation. And they have set themselves the task of bringing to completion #ArmenianGenocide."
2020-10-03 07:01:18+00:00,8274,Twitter Web App,"Peaceful resolution will be possible when terrorists and #Turkey leave our region with their goals. There is no doubt that #Armenian people, which have been living on planet earth for several thousands of years have the will to live.
@FRANCE24 
https://t.co/lugene2Jal"
2020-10-02 13:29:28+00:00,3697,Twitter for iPhone,L’implication politique et militaire de la Turquie dans l’offensive azerbaidjanaise contre l’Artaskh fait preuve des intentions génocidaires de la Turquie et pose une menace directe sur la déstabilisation régionale dans le Sud de la Caucase. https://t.co/iz7maTos3B
2020-10-01 11:53:27+00:00,3450,Twitter for iPhone,"It is no longer merely the #Karabakh issue,nor a security issue of the #Armenian people. It is now an issue of international security, and today, the Armenian people are defending also international security, assuming what may be a new historic mission. #StopAzerbaijaniAggression"
2020-10-01 11:53:26+00:00,3613,Twitter for iPhone,"Armenia and the Armenians of the South #Caucasus are the last remaining obstacle on the way of continued #Turkish expansion towards the North, the North East, and the East, and the realization of its imperialistic dream."
2020-10-01 11:53:26+00:00,7964,Twitter for iPhone,"Why has Turkey returned to the South Caucasus 100 years later? To continue the #ArmenianGenocide.

For Turkey, however, continuing a genocidal policy is not only a means of implementing Armenophobia, but also a pragmatic task."
2020-10-01 07:10:09+00:00,8673,Twitter for iPhone,"The borders of #Artsakh have become a civilizational frontline. Artsakh is fighting against international terrorism, which does not distinguish between the geopolitical borders of its targets. Artsakh, #Armenia, and Armenian nation are fighting for global security. #ArtsakhStrong"
2020-10-01 07:01:57+00:00,6047,Twitter for iPhone,"The international community has now clearly stated that the Azerbaijani-Turkish alliance is waging war against #Artsakh and #Armenia with the help and involvement of foreign terrorist fighters. This terrorism equally threatens the United States, Iran, Russia, and France."
2020-09-30 06:26:55+00:00,4003,Twitter Web App,"My interview to @washingtonpost @IgnatiusPost 

https://t.co/q0sxyWGECB"
2020-09-29 17:19:29+00:00,5806,Twitter for iPhone,"The people of #Artsakh have the right of self-determination, and the entire international community must force #Turkey to withdraw from #NagornoKarabakh conflict. 

My interview to @BBC https://t.co/I4s6eLNJwp"
2020-09-29 16:20:59+00:00,4834,Twitter for iPhone,"A new war against #NagornoKarabakh and #Armenia by Azerbaijan is a war against democracy. 

My interview to @spectator 
https://t.co/upUw5wLGTk"
2020-09-29 13:05:22+00:00,7422,Twitter for iPhone,"Azerbaijan, with active encouragement, political and military support of #Turkey, is expanding geography of hostilities to territory of Armenia. #Armenia and #Artsakh will give adequate military-political response to Azerbaijan’s attempts to undermine regional #security &amp; #peace"
2020-09-28 17:19:01+00:00,5508,Twitter for iPhone,Azerbaijani Armed Forces continue to target #Armenian villages and cities in #Artsakh. This house in #Martuni was completely destroyed after being shelled by Azerbaijani forces. https://t.co/QrQLzdcvRV
2020-09-28 11:19:33+00:00,1795,Twitter Web App,"Отрывок из интервью Общественному телевидению по нагорно карабахскому конфликту. Интервью состоялось 26 сентября, накануне широкомасштабного акта азербайджанской агрессии.

https://t.co/mbm06QUHkw"
2020-09-27 18:41:35+00:00,7186,Twitter Web App,"All #Armenians must unite to defend our history, our homeland, identity, our future and our present. And we will win and there is only one prerogative, that we promise ourselves that we won't retreat a single millimeter from defending our people and our #Artsakh."
2020-09-27 18:08:01+00:00,2962,Twitter Web App,"Во время телефонного разговора с Президентом Владимиром Путиным представил детальную информацию о ситуации на линии соприкосновения в НК. Я выразил обеспокоенность в связи с развязанными азербайджанской стороной военными действиями, которые охарактеризовал как агрессию против НК."
2020-09-27 14:30:23+00:00,5718,Twitter for iPhone,"#Armenia is guarantor of the security and independence #Artsakh. Today Armenia stands with Artsakh with the full potential of its state system and population. We will make every possible effort to ensure borders of our homeland are secure, to protect our freedom and independence."
2020-09-27 13:37:23+00:00,13227,Twitter for iPhone,"I call on the international community to use all of its influence to halt any possible interference by Turkey, which will ultimately destabilize the situation in the region. This is fraught with the most devastating consequences for the South Caucasus and neighboring regions."
2020-09-27 09:15:39+00:00,8734,Twitter for iPhone,"At the decision of the Government, martial law and general mobilization is being declared in the Republic of #Armenia. I call on the personnel attached to the troops to present themselves to their district commissariats.

For the fatherland, for victory."
2020-09-27 07:53:17+00:00,3641,Twitter for iPhone,"Recent aggressive statements of #Azerbaijan'i leadership, large-scale joint mil excercises w/#Turkey, as well as rejection of @osce PRCiO monitoring requests clearly indicate this aggression was pre-planned and constitutes large-scale provocation against regional peace &amp; securtiy"
2020-09-27 05:46:54+00:00,5032,Twitter for iPhone,"Azerbaijan has launched a missile &amp; aerial attack against #Artsakh. Peaceful settlements including #Stepanakert have been attacked. Armenian side has shot down 2 helicopters &amp; 3 UAVs, destroyed 3 tanks. We stay strong next to our army to protect our motherland from Azeri invasion"
2020-09-26 15:16:28+00:00,888,Twitter for iPhone,I would like to express sincere condolences to the brotherly people of #Ukraine and the words of sympathy to the families and loved ones of the victims of the the crash of the military plane.
2020-09-25 18:21:15+00:00,835,Twitter for iPhone,"#Armenia reaffirms its commitment to exclusively peaceful settlement of the #NagornoKarabakh conflict. Right of self-determination of the people of NK is a basis of the peace process,  which is recognized by international community and #OSCE MGCC, in particular. #UNGA #UN75"
2020-09-25 17:24:01+00:00,468,Twitter for iPhone,"On the #UN75 anniversary, we are compelled to recognize the many existing challenges to human dignity and #humanrights. As a member of the @UN_HRC, #Armenia will continue to strongly contribute to international cooperation for protection and promotion of all human rights. #UNGA"
2020-09-22 11:04:35+00:00,487,Twitter for iPhone,"Today, just like 75 years ago, the core task of the #UN is to provide #peace, and to promote solidarity and cooperation for sustainable development. 

My address at the commemoration of the 75th anniversary of the @UN.
#UN75 
https://t.co/fRvLlTbFMu"
2020-09-21 11:39:34+00:00,458,Twitter for iPhone,"Strategic actions aimed at Armenia’s development for the nearest decade, implied by our 16 megagoals, must have specific target outcomes, which shall be achieved by  identifying strategic issues, designing and implementing corresponding strategic solutions.
#Armenia2050 https://t.co/CLr4lWdZmo"
2020-09-21 08:50:26+00:00,525,Twitter for iPhone,"Today, when #Armenia is celebrating the 29th year of its #independence, I am happy to launch Armenia Transformation Strategy 2050 which will pave the way for Armenia’s transformative development for the coming three decades.
#Armenia2050 https://t.co/zwzvsGABXV"
2020-09-21 08:30:24+00:00,1315,Twitter for iPhone,"Տոնդ շնորհավո՛ր, Հայաստան

Happy Independence Day, #Armenia!

С днём независимости, #Армения!
#Independence29 https://t.co/hSmbmL2TLf"
2020-09-08 13:31:54+00:00,472,Twitter Web App,"I was deeply saddened to learn of the passing of well-known Czech lawyer and journalist .Dana Mazalova. She had been involved in pro-Armenian activities since 1988 earthquake, and her rich documentary legacy has left a great mark on the impartial coverage of the Artsakh issue."
2020-08-24 10:45:54+00:00,407,Twitter Web App,"I was deeply saddened to learn of a tragic car accident in #Dusheti municipality that has left behind many innocent victims.

My sincere condolences to the families of the victims and speedy recovery to the injured."
2020-08-18 16:06:51+00:00,1024,Twitter for iPhone,Արփին այսօր մկրտվեց։) https://t.co/3Uvh16M430
2020-08-14 10:42:31+00:00,412,Twitter for iPhone,"My interview to @BBCHARDtalk’s @stephensackur.  
From post-revolutionary #Armenia to peace negotiations. 
https://t.co/2gUR8p2v7t"
2020-08-10 12:04:08+00:00,477,Twitter Web App,Deeply saddened by the tragic plane accident in #Kerala  Our most sincere condolences to the brotherly people of #India and to the bereaved. Quick recovery to the injured.
2020-08-09 18:10:27+00:00,1046,Twitter for iPhone,"From #Armenia ՚s heart and #Artsakh ‘s people to #Lebanon 

First 2 airlifts of humanitarian assistance have been sent to Lebanon. We will continue the provision of assistance based on needs of Lebanon’s government and the Armenian community. 
#StayStrongLebanon https://t.co/pgiLXfLmxH"
2020-08-04 18:39:19+00:00,1925,Twitter for iPhone,Shocked by the news of #BeirutBlast. My deepest condolences to the victims and speedy recovery to those injured. We extend out solidarity and support to the brotherly people of #Lebanon.
2020-07-28 16:29:57+00:00,672,Twitter for iPhone,"Моё интервью телеканалу РБК
https://t.co/vQE9kGLs7F https://t.co/qit1C6S4wo"
2020-07-24 14:23:59+00:00,374,Twitter Web App,".@OSCE Minsk Group Co-Chairs &amp; countries they represent have made huge contribution to the restoration of the ceasefire. #Russia 's engagement was particularly effective, expressed both on the level of @mfa_russia &amp; General Staff of the Armed Forces.

https://t.co/JMA7MFH1ro"
2020-07-18 12:15:30+00:00,1781,Twitter for iPhone,"The recent events come to reaffirm that #Azerbaijan’s aggressive stance threatens not only Armenia, but also #global security. #Armenia advocates the idea of establishing an #international monitoring system for #ceasefire compliance."
2020-07-18 10:55:17+00:00,504,Twitter for iPhone,"В #Минск’е с коллегами по Евразийскому межправсовету мы обсудили вопросы сотрудничества и ситуацию по #коронавирус’у. В ходе #тетатет встреч с президентом #Беларуси и с премьер-министром #России я коснулся эскалации, развязанной #Азербайджан’ом на армяно-азербайджанской границе. https://t.co/ZCBr9rSXQP"
2020-07-15 12:58:36+00:00,2511,Twitter for iPhone,"Armenia's ""Su30 SMs"" on a special mission to ensure the inviolability of #Armenia 's air borders. https://t.co/2BdI2uuFUp"
2020-07-13 08:54:08+00:00,1417,Twitter Web App,"Instead of calling on its own people to abide by preventative healthcare measures against the spread of the #pandemic, the #Azerbaijani leadership issues war threats, as if the #AntiArmenian rhetoric is the best remedy against the coronavirus."
2020-07-13 08:32:55+00:00,1718,Twitter Web App,"We strongly condemn provocative actions of Azerbaijani armed forces &amp; with their resumption, political-military leadership of #Azerbaijan will bear all the responsibility for the unpredictable consequences of undermining regional stability."
2020-07-05 13:51:43+00:00,492,Twitter for iPhone,"Մարտի 6-ին այցելեցինք 105-ամյա Նուրհան Յոսուփովիչին և անձամբ նրան հանձնեցի ՀՀ քաղացու անձնագիր։ ՀՀ քաղաքացիություն ունենալը պարոն Նուրհանի երազանքն էր։ Այսօր ցավով տեղեկացա, որ նա մահացել է։ Ցավակցում եմ հարազատներին, մաղթում տոկունություն։ Աստված լուսավորի պարոն Նուրհանի հոգին։ https://t.co/LhNyC4UMz4"
2020-07-01 13:42:05+00:00,592,Twitter for iPhone,I congratulate the PM of Canada @JustinTrudeau and the people of #Canada on this beautiful occasion of Canada Day! Best wishes for your nation's bright and prosperous future. https://t.co/T9sJK5KVM2
2020-06-29 11:40:38+00:00,393,Twitter Web App,Grateful to #Lithauania &amp; #Italy Govs for humanitarian missions of #healthcareworkers to #Armenia -manifestation of team work &amp; #TeamEurope action.Thankful to our #Diaspora &amp; intl partners from #France &amp; #Russia for organizing medical missions to support us in fight agst #COVID19
2020-06-19 13:43:40+00:00,473,Twitter for iPhone,"Attempts to turn the #NagornoKarabakh conflict into a long-term Armenian-Azerbaijani enmity within which our peoples will dispute on everything - past, present, future and the whole region - is in the interests of neither the Armenian nor the Azerbaijani people. https://t.co/uxFfS9elhg"
2020-06-19 12:05:55+00:00,301,Twitter for iPhone,"Говоря о стабильности, безопасности зоны карабахского конфликта, по сути, говорим о безопасности и стабильности всего нашего региона, и в этом плане #Армения становится гарантом безопасности не только зоны конфликта, но и всего нашего региона. 
https://t.co/pgwsocNqby https://t.co/hhxfE5GvLo"
2020-06-02 09:06:55+00:00,281,Twitter for iPhone,"Сегодня провел телефонный разговор с президентом #Беларуси Александром Лукашенко. Мы обменялись мыслями о пандемии коронавируса, поделились друг с другом информацией о ситуации в наших странах, о предпринятых мерах и о приобретённом опыте."
2020-05-29 16:31:52+00:00,469,Twitter Web App,"On behalf of Armenian people, I express deepest condolences to the friendly people of #Spain who pay honor tо the lives of tens of thousands Spaniards claimed by the pandemic.
#StrongerTogether 🇪🇸🇦🇲"
2020-05-22 11:04:35+00:00,300,Twitter for iPhone,Our adherence to the principles and values of the #VelvetRevolution will inevitably lead to the de jure recognition of #Artsakh’s self determination. https://t.co/ywTOqw9AbT
2020-05-22 09:53:48+00:00,452,Twitter for iPhone,"I congratulate Arayik Harutyunyan, newly elected President of Artsakh, on assuming his post. I am convinced that during his presidency cooperation between #Artsakh &amp; #Armenia will become even more fruitful. https://t.co/xnn1F2nx85"
2020-05-09 10:06:26+00:00,576,Twitter for iPhone,"Поздравляю всех нас с Днем Победы. 75 лет назад, наш народ вместе с другими народами бывшего Советского Союза отпраздновал победу над фашизмом. Эта победа была достигнута ценой огромных человеческих страданий, жертв, беспрецедентной смелости и упорства. https://t.co/4ShoVjG47V"
2020-05-08 12:39:45+00:00,266,Twitter Web App,"On a phone conversation with His Holiness @Pontifex, I expressed my unequivocal support for the call made by the Holy Father earlier for an immediate ceasefire in all corners of the globe and unity as the world is exposed to an unprecedented threat."
2020-05-08 11:56:38+00:00,198,Twitter for iPhone,"Had a video call with the President of #Lithuania about the post-2018 #VelvetRevolution achievements, ongoing reforms, stronger cooperation between our nations, and closer relations with the #EU. I look forward to welcoming the President to #Armenia once the pandemic is over. https://t.co/rVPYGnCyA3"
2020-05-03 12:26:31+00:00,382,Twitter for iPhone,"A free press is the cornerstone of democracy. On this #WorldPressFreedomDay, I salute all journalists who tirelessly and fearlessly seek the truth and empower citizens with credible, verified news and information."
2020-04-25 08:13:22+00:00,1248,Twitter Web App,"A virtual tribute to the memory of 1.5 million who perished.
#ArmenianGenocide #NeverAgain https://t.co/8hV1BpaHr9"
2020-04-24 07:58:31+00:00,4151,Twitter for iPhone,"Today all Armenians commemorate the 105th anniversary of the #ArmenianGenocide, a crime not only against our ethnic identity, but also against mankind. On April 24, united we stand to remember our past, to celebrate 1.5 million lives and to prevent inhumane acts in the future. https://t.co/OTo4xSergF"
2020-04-23 08:47:12+00:00,301,Twitter for iPhone,"I was deeply grieved to learn of Aso Tavitian’s passing. He was one of the most prominent figures of the Armenian Diaspora and the community of the United States, known not only as a talented scientist, businessman, but also as a generous philanthropist.May his soul rest in peace"
2020-04-22 08:35:45+00:00,238,Twitter Web App,"It's with great sorrow and deep regret that I heard the news of Ruben Shugaryan's untimely demise. I express my deepest condolences to his family and friends. Mr. Shugaryan embodied the best features of an intellectual, with a broad worldview, active civic attitude and patriotism"
2020-04-20 18:31:01+00:00,270,Twitter Web App,I was deeply upset by the news of a horrifying rampage committed in #NovaScotia which claimed the lives of multiple people. My sincere condolences to #Canada 's PM @JustinTrudeau and to the people of Canada over the ruthless act of violence amid the ongoing fight against COVID-19
2020-04-15 09:26:59+00:00,390,Twitter for iPhone,I congratulate the people of independent &amp; democratic #Artsakh on completing elections. They mandated authorities to further strengthen the security of Artsakh &amp; represent it in the peace process. We continue our close cooperation with Artsakh to reach our common goals.
2020-04-02 06:59:23+00:00,739,Twitter Web App,Our hero doctors against #covid19 https://t.co/vpkhN0gH2H
2020-03-31 10:10:19+00:00,389,Twitter for iPhone,"I am deeply shocked by grievous news about the untimely death of #FIDE WIM Arianne Caoili. Her death is a painful loss for all of us, her memory will remain bright in the heart of the Armenian nation. Anna and I extend our condolences to @LevAronian, her family and friends."
2020-03-29 10:00:33+00:00,214,Twitter for iPhone,"Toutes mes condoléances à son épouse, à ses fils et ses amis. 
L'Arménie et tous les Arméniens partagent la douleur de cette grande perte avec la #France et les Français."
2020-03-29 10:00:32+00:00,500,Twitter for iPhone,"C'est avec un immense chagrin que j’ai appris la disparition de Patrick Devedjian. Il était une personnalité exceptionnelle, un homme politique de convictions et de principes, combattant fidèle de la cause arménienne, acteur essentiel de l'amitié franco-arménienne."
2020-03-28 18:53:18+00:00,298,Twitter for iPhone,"В ходе телефонного разговора с премьер-министром России Михаилом Мишустиным договорились о том, что процесс грузоперевозок между Арменией и Россией  будет продолжаться на регулярной основе и новые ограничения на границах #РФ никак не повлияют на перевозку армянских грузов."
2020-03-25 16:04:33+00:00,527,Twitter for iPhone,More than $1 million donations were received for fight against #coronavirus in #Armenia. Thank you all for your contributions! Each and every penny will be spent to help our society to overcome the pandemic.
2020-03-24 18:47:17+00:00,349,Twitter for iPhone,"Starting today and for at least a week, new restrictions will be implemented in #Armenia. Thousands of enterprises will stop working and only companies of essential importance will be allowed to continue their operations. People’s movement will be allowed for only vital reasons."
2020-03-23 21:14:25+00:00,483,Twitter for iPhone,"#Armenia lockdown

New stricter measures to be implemented to prevent further transmission of #coronavirus.
#StayAtHomeSaveLives"
2020-03-20 16:34:02+00:00,405,Twitter for iPhone,"Happy #Nowruz to friendly people of Iran and those celebrating it!
May Almighty God bestow upon you speedy victory over #COVID19!
Let this holiday bring your families health, love and warmth!"
2020-03-20 16:33:32+00:00,1903,Twitter for iPhone,"به مردم دوست ایران و به تمام ملتهایی که این عید را جشن میگیرند
نوروز را تبریک میگوییم.
از خداوند متعال خواستار پیروزی هر چه زودتر شما در مقابله با ویروس کرونا میباشیم.
در سال نو برای خانواده های شما سلامتی، عشق و مهربانی را آرزومندیم."
2020-03-16 11:36:14+00:00,143,Twitter for iPhone,"В рамках телефонного разговора c Михаилом Мишустиным обсудили шаги по предотвращению  распространения #коронавирус'а.

Была достигнута договоренность об ограничении на две недели пассажироперевозок между Арменией и Россией, обеспечивая возвращение граждан двух стран на родину."
2020-03-16 06:01:58+00:00,332,Twitter for iPhone,"Charter flight from #Italy, carrying 67 citizens, have arrived in #Armenia safe and sound. All passengers have been quarantined for 14 days. https://t.co/RM0w2HHr8q"
2020-03-15 19:30:33+00:00,1319,Twitter for iPhone,"Good news from #Armenia!
The first patient diagnosed with #covid19 has recovered."
2020-03-14 16:28:06+00:00,1156,Twitter for iPhone,I’m glad to announce that my wife and I tested today for #coronavirus and the results were negative. https://t.co/ke97fjicTI
2020-03-09 16:23:34+00:00,197,Twitter for iPhone,"Discussed the next steps with @JosepBorrellF, High Representative/Vice President of the @EU_Commission on #EU-#Armenia future relationship. https://t.co/mkEauk23Vj"
2020-03-09 13:12:18+00:00,158,Twitter for iPhone,"We had a comprehensive and open conversation with @eucopresident Charles Michel on #EU-#Armenia extensive agenda, discussing issues of reforms in #Armenia as well as regional questions and #CEPA."
2020-03-09 11:00:26+00:00,351,Twitter for iPhone,The negotiations on further and stronger cooperation between #Armenia and #EU just kicked off. https://t.co/6ydiGsI4tF
2020-03-09 09:06:55+00:00,156,Twitter for iPhone,"We have just arrived in sunny, to my surprise, #Brussels. Looking forward to meetings with the President of the @EUCouncil @CharlesMichel."
2020-03-03 11:54:52+00:00,183,Twitter for iPhone,"Had a truly inspirational meeting with His Holiness and Beatitude, Cathalicos-Patriarch of All #Georgia Ilia II. There is a clear opportunity to start planning the future of our countries together, despite all existing threats in the #region. https://t.co/NuUcJx1ZSL"
2020-03-03 10:17:03+00:00,223,Twitter for iPhone,A warm meeting with the President of #Georgia @Zourabichvili_S. https://t.co/WFo0rfDrBD
2020-03-03 09:14:25+00:00,317,Twitter for iPhone,We have an opportunity to take our economic cooperation with #Georgia to a whole new level. https://t.co/vlULmvcJzl
2020-03-03 08:13:38+00:00,146,Twitter for iPhone,"On an official visit to #Georgia, 
following the welcoming ceremony, I had a meeting with the PM of Georgia @GakhariaGiorgi. We discussed future projects, that will have their impact on regional developments."
2020-02-28 10:58:10+00:00,372,Twitter for iPhone,We are commemorating the innocent victims of #Sumgait massacres. 32 years ago #Azerbaijan responded to peaceful appeal of #NagornoKarabakh ppl to #selfdetermination w/mass violence &amp; pogroms agnst Armenians. We pay our duty to memory with strong commitment to prevent such crimes.
2020-02-21 18:47:22+00:00,106,Twitter for iPhone,@NikolPashinyan sent a condolence message to #German Chancellor Angela #Merkel on the occasion of the tragic incident in Hanau town.
2020-02-19 15:17:52+00:00,165,Twitter for iPhone,"The murder of #GurgenMargaryan, and the further pardon and glorification of the convicted murderer is a vivid promotion of impunity for heinous crimes that violate fundamental #humanrights. We are committed to preventing further occurrences of similar identity-based crimes."
2020-02-19 15:17:52+00:00,346,Twitter for iPhone,"Today we are paying tribute to the memory of #GurgenMargaryan, an #Armenia'n officer who became an innocent victim of hatred, racism and anti-Armenian policy. We express our solidarity to all members and friends of the Margaryan family."
2020-02-15 19:28:05+00:00,169,Twitter for iPhone,The capital of Nagorno Karabakh - #Stepanakert - within years was bombed from Shushi. Peaceful citizens  were living in underground for a long time.
2020-02-15 19:28:04+00:00,204,Twitter for iPhone,"We need to understand why current status quo emerged, because when #NagornoKarabakh tried to use its right for self-determination, a military action started against Armenians of Nagorno Karabakh. Armenians of Nagorno Karabakh were forced to organize self-defence."
2020-02-15 19:28:04+00:00,405,Twitter for iPhone,"It isn't possible to give up security for anyone and for #NagornoKarabakh as well.

From point of view and in perception of Azerbaijan these are territories, but from point of view of Karabakh this is security."
2020-02-14 14:45:47+00:00,827,Twitter for iPhone,With my friend @JustinTrudeau. https://t.co/mpJTboh5vq
2020-02-13 16:36:00+00:00,607,Twitter for iPhone,It is a great honor to have such a  colleague and friend like Angela Merkel. https://t.co/yhAjmNtG7j
2020-02-13 11:40:55+00:00,285,Twitter for iPhone,I arrived in #Germany on a working visit. The first meeting is with the President of the #Bundestag Wolfgang Schäuble. https://t.co/wmFzquFNdI
2020-02-01 08:07:57+00:00,396,Twitter for iPhone,".@Forbes about #Armenia: Welcome to the World’s Next Tech Hub

https://t.co/qTDe9kJDYH"
2020-01-31 13:33:45+00:00,545,Twitter for iPhone,Селфи с премьер-министром #РФ Михаилом #Мишустин'ым. https://t.co/7sKhdxtTWn
2020-01-31 12:03:27+00:00,117,Twitter for iPhone,"Мое выступление на очередном заседании Евразийского межправительственного совета.

https://t.co/olhowo848K"
2020-01-28 08:30:21+00:00,420,Twitter for iPhone,Հայոց բանակ՝ նոր ժամանակներ:
2020-01-13 07:46:44+00:00,588,Twitter for iPhone,"Today marks 30anniv of anti-#Armenia'n pogroms in #Baku, resulting in 100s being killed, 10s of thousands becoming refugees. Armenians living in Baku weren't threat to #Azerbaijan. They became target of persecution because of their ethnic origin #Baku1990 #ArmenianPogroms"
2020-01-08 10:26:51+00:00,723,Twitter for iPhone,I learnt with great sorrow the news on a crash of a civilian aircraft near #Tehran airport. On behalf of the Armenian people and my own behalf I express sincere condolences to the families and friends of the victims of this tragic accident.
2019-12-21 10:52:59+00:00,810,Twitter for iPhone,#Armenia: The Caucasian Tiger - this is how @TIME Magazine calls the economic growth of our country in 2019. https://t.co/SoXWTxGsxh
2019-12-12 18:15:40+00:00,596,Twitter for iPhone,"This is tribute to the memory of 1.5 million victims of the first #Genocide of the 20th century and bold step in promotion of the prevention agenda.
#NeverAgain"
2019-12-12 18:15:40+00:00,1287,Twitter for iPhone,"US Senate Resolution 150 is a victory of justice and truth. On behalf of the #Armenia’n people worldwide, I express our profound appreciation to the Senate for this landmark legislation."
2019-12-12 07:42:09+00:00,317,Twitter for iPhone,Շնորհավորում եմ Հայ Եկեղեցու Պոլսո պատմական աթոռին Գերաշնորհ Սահակ Եպիսկոպոս Մաշալյանի պատրիարքական ընտրության կապակցությամբ: Մաղթում եմ հաջողություն եկեղեցապահպան և հայ համայնքի ամրապնդմանն ուղղված գործունեության մեջ:
2019-11-22 04:41:48+00:00,480,Twitter for iPhone,Duomo di Milano https://t.co/nqJkVpDS1D
2019-11-12 06:39:04+00:00,551,Twitter for iPhone,"Avec mes bons amis, le président de la #France, Emmanuel Macron et la secrétaire générale de la #Francophonie, Louise Mushikiwabo. https://t.co/SCKsblpP3D"
2019-11-12 05:00:53+00:00,333,Twitter Web App,With Secretary-General of the United Nations @antonioguterres https://t.co/EKS9oL5BAj
2019-10-29 21:30:48+00:00,1320,Twitter for iPhone,"My heartfelt congratulations to my Armenian compatriots all over the world and admiration to generations of Armenian-Americans, whose selfless activism and perseverance were the driving force and the inspiration behind today’s historic vote. #Neveragain!"
