Date Created,Number of Likes,Source of Tweet,Tweets
2022-10-07 15:18:44+00:00,93,Twitter for iPhone,"As I said before Azerbaijan’s president never tried to distance himself from war criminals. On the contrary, he always glorified such people, encouraged and awarded them with state honors and, consequently, took responsibility for those and following war crimes."
2022-10-07 08:34:27+00:00,49,Twitter for iPhone,That also means that the Azerbaijani military must withdraw from the territories it has occupied until this moment.
2022-10-07 08:34:27+00:00,28,Twitter for iPhone,"Azerbaijan agreed to recognize Armenia in accordance with the UN Charter and the Alma-Ata Declaration, after which Azerbaijan can no longer make any territorial claims against the sovereign territory of Armenia in the delimitation process."
2022-10-07 08:34:26+00:00,29,Twitter for iPhone,"Let me remind that on 5 October, 2022 the EU High Representative for Foreign Affairs and Security Policy Josep Borrell said that the EU wanted to send a monitoring mission to the line of contact but the mission wasn’t dispatched because Azerbaijan opposed it."
2022-10-07 08:34:26+00:00,33,Twitter for iPhone,Furthermore the part of Armenia’s sovereign territory that is already under Azerbaijani occupation will be recorded.
2022-10-07 08:34:25+00:00,250,Twitter for iPhone,"Azerbaijan has agreed to cooperate with the EU civilian mission which will be dispatched along the border. Therefore, any possible future aggression by Azerbaijan will be monitored on the ground."
2022-10-07 05:07:44+00:00,123,Twitter for iPhone,Important achievement declared by @EmmanuelMacron on establishment of a civilian observation mission in #Armenia. Baku’s military aggression will be monitored and hopefully stopped. #Azerbaijan must withdraw troops from occupied territories of Armenia. @eucopresident @SecBlinken
2022-10-06 16:08:20+00:00,286,Twitter for iPhone,"Since Azerbaijan is planning future aggression and occupation against Armenia's sovereign territory, Azeri AF are preventing our engineers from strengthening the borders of Armenia. This crime of continued aggression should definitely be condemned by the international community. https://t.co/imaCbpceWW"
2022-10-06 09:07:13+00:00,188,Twitter for iPhone,Aliyev claims maps of 1918-20 to be used for delimitation. But he forgets he was justifying his 2020 aggression of the 44day war by UNSC resolutions &amp; not so called “historical” maps. According to Aliyev's favorite UNSC resolutions Armenia's borders are not subject to discussion.
2022-10-06 07:02:20+00:00,98,Twitter for iPhone,Great position of @ViolavonCramon &amp; @GreensEFA! We urge the international community to undertake effective steps to suppress the #Azerbaijan for the withdrawal of the Azerbaijani armed forces from the sovereign territory of the Republic of Armenia! We need to stop the aggression
2022-10-05 10:09:24+00:00,21,Twitter for iPhone,"@JosepBorrellF  #EU suggested sending a mission to the Armenia-Azerbaijan border; #Armenia agreed, but #Azerbaijan did not, because #Azerbaijan  committed crime of aggression and war crimes."
2022-10-05 09:55:09+00:00,37,Twitter for iPhone,Clear language on #WarCrimes of #Azerbaijan
2022-10-05 08:27:52+00:00,23,Twitter for iPhone,"The @LemkinInstitute has released a new statement recognizing the #dangerous western media rhetoric being spread, regarding #Azerbaijan's September 13th attack on #Armenia. Read full statement here: https://t.co/QZrIrmBkAf"
2022-10-05 07:32:47+00:00,324,Twitter for iPhone,"Armenia needs a firm guarantor, not a moderator, for peace treaty negotiations &amp; the conclusion of a future long lasting peace treaty with Azerbaijan. Otherwise, it is impossible to come to consent with someone who holds a gun to your head &amp; does not respect any agreements."
2022-10-05 07:15:15+00:00,134,Twitter for iPhone,"Azerbaijan has bombarded and occupied parts of Armenian territory, areas that are well into Armenia, they have been using artillery, as well as drones. https://t.co/HN0CxUqTvH"
2022-10-04 17:48:50+00:00,114,Twitter for iPhone,Thank you for all your efforts @SecBlinken @JakeSullivan46 We highly appreciate it and hope that the rest of the Armenian POWs will be returned soon.
2022-10-04 09:23:27+00:00,20,Twitter for iPhone,Will Washington succeed in preventing Azerbaijan a full-scale invasion of democratic Armenia? https://t.co/4EOYEzjc6e
2022-10-04 08:09:14+00:00,26,Twitter for iPhone,#Greece strongly condemns #Azerbaijan/i soldiers brutal execution of unarmed #Armenia/n soldiers. This behavior must bear consequences.
2022-10-04 07:07:43+00:00,396,Twitter for iPhone,"Ilham Aliyev never tried to distance himself from war criminals. On the contrary, he always glorified such people, encouraged and awarded them with state honors and, consequently, took responsibility for those and following war crimes."
2022-10-03 17:14:23+00:00,103,Twitter for iPhone,Azerbaijani aggressor authorities must be held accountable and the peace efforts by #EU and #US may only be successful if Azerbaijan is restrained by sanctions. @POTUS @eucopresident @JosepBorrellF @SecBlinken @vonderleyen @StateDeptSpox
2022-10-03 07:52:08+00:00,78,Twitter for iPhone,"In Washington Azerbaijan committed to release 17 Armenian POWs until 9/30. #US and #EU sanctions will undoubtedly boost this process and make Azerbaijan comply with its commitments. 
@SecBlinken @POTUS @SpeakerPelosi @eucopresident @vonderleyen @JosepBorrellF"
2022-10-03 06:21:27+00:00,71,Twitter for iPhone,"I am certain that the Armenian forces have never committed such war crimes, there can be no comparison with what we saw in this despicable video.
We will not allow putting a sign of equality between the victim and the perpetrator of war crimes."
2022-10-03 06:21:26+00:00,58,Twitter for iPhone,"Moreover, trying to compare any incident during a full-scale war with an obvious war crime committed against unarmed soldiers and de facto POWs during the discussion of the text of a peace treaty simply does not fit into any logic."
2022-10-03 06:21:26+00:00,47,Twitter for iPhone,"Just after that, an equal sign is placed between the victim and the perpetrator (as if both parties did the same thing)."
2022-10-03 06:21:25+00:00,197,Twitter for iPhone,"It's clear what's going on, isn't it? When irrefutable evidence of war crimes committed by Azerbaijan comes to surface, in order to counter it, Azerbaijan immediately presents war crimes as if committed by the Armenian side during the 44-day war back in 2020."
2022-10-02 18:28:07+00:00,57,Twitter for iPhone,Azerbaijani aggressor authorities must be held accountable and the peace efforts by #EU and #US may only be successful if Azerbaijan is restrained by sanctions. @POTUS @eucopresident @JosepBorrellF @SecBlinken @vonderleyen
2022-10-02 12:30:20+00:00,36,Twitter for iPhone,No doubt it’s war crime. Azerbaijani authorities must be held accountable for this and other atrocities. @eucopresident @SecBlinken @POTUS @vonderleyen @JosepBorrellF
2022-10-02 10:25:57+00:00,180,Twitter for iPhone,Azerbaijani political &amp; military authorities must be held accountable for this &amp; other atrocities. Azerbaijan is an aggressor state and Azerbaijan must be recognized as terrorist state. @eucopresident @JosepBorrellF @vonderleyen @POTUS @SecBlinken @SpeakerPelosi
2022-10-02 10:09:19+00:00,85,Twitter for iPhone,This is not the first time that Azerbaijani authorities commit war crimes. Azerbaijani political &amp; military authorities must be hold accountable for this &amp; other atrocities. @eucopresident @JosepBorrellF @vonderleyen @POTUS @SecBlinken @SpeakerPelosi
2022-10-02 08:33:02+00:00,248,Twitter for iPhone,This is not the first time that Azerbaijani authorities commit war crimes. Azerbaijani political &amp; military authorities must be hold accountable for this atrocities. @eucopresident @JosepBorrellF @vonderleyen @POTUS @SecBlinken @SpeakerPelosi
2022-09-29 20:06:12+00:00,37,Twitter for iPhone,@antonioguterres @UN What steps you undertake to suppress the #Azerbaijan for the withdrawal of the Azerbaijani armed forces from the sovereign territory of the Republic of Armenia and the prevention of new aggressions.
2022-09-29 19:19:37+00:00,13,Twitter for iPhone,Ի՞նչ կարող է անել սփյուռքը ստեղծված իրավիճակում https://t.co/pceuQggHod
2022-09-29 13:24:41+00:00,42,Twitter for iPhone,Representatives of the diplomatic corps accredited in Armenia visited Gegharkunik province to be introduced on the consequences of the latest criminal targeting of civilian settlements by the #Azerbaijani armed forces. https://t.co/iHM4rO0v53
2022-09-29 13:14:02+00:00,18,Twitter for iPhone,"#Azerbaijan must withdraw its forces from our territory. We’re determined to protect our independence, sovereignty &amp; territorial integrity."
2022-09-29 11:05:46+00:00,11,Twitter for iPhone,"#Azerbaijan’s assault on #Armenia and #Artsakh to be at Stage 4: Dehumanization, Stage 7: Preparation, Stage 8: Persecution &amp; Stage 10: Denial."
2022-09-29 10:24:13+00:00,9,Twitter for iPhone,"Խոսել ենք նաև բանակցային գործընթացից, անելիքներից, առաջին նախագահի հարցազրույցից և այլ կարևոր հարցերից: https://t.co/81z5flEssB"
2022-09-28 21:04:37+00:00,70,Twitter for iPhone,We urge the international community to undertake effective steps to suppress the #Azerbaijan for the withdrawal of the Azerbaijani armed forces from the sovereign territory of the Republic of Armenia and the prevention of new aggressions. https://t.co/Dcwgn3tljk
2022-09-28 19:14:31+00:00,311,Twitter for iPhone,#Azerbaijan opened fire on Armenian territories again and have killed three soldiers. Does the international community have anything to say to Aliyev? @SecBlinken @SpeakerPelosi @POTUS @eucopresident @vonderleyen @francediplo_EN
2022-09-28 13:52:11+00:00,1,Twitter for iPhone,"@SenatorMenendez Chairman of the Foreign Relations Committee, introduced a bipartisan Senate Resolution condemning Azerbaijani forces’ illegal and unprovoked assault on Armenian territory and calling for the United States to immediately halt all security assistance to Azerbaijan."
2022-09-28 13:50:07+00:00,0,Twitter for iPhone,@SenatorMenendez introduced a bipartisan Senate Resolution condemning Azerbaijani forces’ illegal and unprovoked assault on Armenian territory and calling for the United States to immediately halt all security assistance to Azerbaijan. https://t.co/dyPGTIuZvU
2022-09-28 06:30:24+00:00,23,Twitter for iPhone,"President @EmmanuelMacron urged the the president of #Azerbaijan to maintain the ceasefire, withdraw his forces to initial positions, respect the territorial integrity of Armenia.https://t.co/1oskY20Gfw"
2022-09-27 12:14:17+00:00,173,Twitter for iPhone,"US calls on Azerbaijan to return troops to their initial positions
 https://t.co/oVzK2MUOwH"
2022-09-27 08:42:02+00:00,17,Twitter for iPhone,"The war crimes and crimes against humanity related to the 44-day war of 2020 committed by Azerbaijan.
Authored by R. Avagimyan
Contributed by @edmarukyan and @TaronSimonyan, Edited by Tatevik Matinyan 
https://t.co/5oKOqjaFQ5"
2022-09-26 21:38:17+00:00,107,Twitter for iPhone,"War criminals of #Azerbaijan captured, tortured and killed a number of Armenian servicemen, among them several women, who were exposed to most despicable barbarities, including sexual assault, violent murders &amp; mutilations."
2022-09-26 11:16:28+00:00,91,Twitter for iPhone,Shame on that politicians… https://t.co/yUYkNBuRXa
2022-09-26 08:20:04+00:00,6,Twitter for iPhone,Arménie : l'« ange » gardien de Vorotan surveille l’ennemi https://t.co/Vo2SZQgrrA via @LePoint
2022-09-23 15:57:59+00:00,12,Twitter for iPhone,"“Il était encore tôt”, se souvient l'Arménienne Mais Maroutian en se remémorant l'attaque lancée par l'Azerbaïdjan voisin le 12 septembre à minuit, non plus dans le Haut-Karabakh, comme en 2020, mais dans le sud de l'Arménie, en territoire souverain. 
https://t.co/FnWJjqxn6R"
2022-09-23 13:24:50+00:00,22,Twitter for iPhone,Thank you 🇦🇲🤝🇸🇦
2022-09-21 09:23:45+00:00,49,Twitter for iPhone,"The stronger is the challenge, the more powerful is our will towards sustaining and developing our independent State. 
Happy Independence Day #Armenia"
2022-09-19 16:22:34+00:00,199,Twitter for iPhone,"Azerbaijan is a state that kills prisoners of war. First, they videotape showing that here is the captured, and then they pass on the corpse of the PoW. @SecBlinken @EmmanuelMacron @CharlesMichel @UN @OSCE"
2022-09-18 20:35:23+00:00,183,Twitter for iPhone,"Our expectations from the international community are not only about stopping Azerbaijan's aggression, but also forcing the withdraw of its armed forces from the sovereign territory of Armenia and return to the positions as of May 2021, before the launch of Azerbaijani aggression"
2022-09-18 15:59:22+00:00,10,Twitter for iPhone,"@IngaTolockiene Dear Inga, thank you for your service. Will miss your friendship here in 🇦🇲! All the best in your upcoming position."
2022-09-18 15:51:53+00:00,46,Twitter for iPhone,"“This was initiated by the Azeris,” Ms. Pelosi said at a news conference during her visit to Armenia. “There has to be recognition of that.” @SpeakerPelosi 
https://t.co/zg8LzPfpsa"
2022-09-18 14:35:02+00:00,42,Twitter Web App,Pelosi condemns 'illegal' attacks by Azerbaijan on Armenia.
2022-09-18 11:01:07+00:00,37,Twitter for iPhone,"My comments to Greek Public TV regarding #Azerbaijan recent military aggression, invasion and occupation of the #Armenia sovereign territory."
2022-09-17 06:23:38+00:00,6,Twitter for iPhone,"Առկա իրավիճակի վերլուծություն և Հայաստանի կարմիր գծերը:
https://t.co/brRuGfdiwV"
2022-09-16 12:06:52+00:00,64,Twitter for iPhone,"The #Azerbaijani armed forces committed atrocities after infiltrating into #Armenia’s territory, they have dismembered a woman servicemember, cut off her legs, fingers and stripped her naked. #genocide @un @OSCE @CharlesMichel @SecBlinken @EmmanuelMacron @vonderleyen"
2022-09-16 12:05:42+00:00,10,Twitter for iPhone,#Azerbaijani forces are 4.5 km away from Jermuk - Chief of General Staff of Armenian Armed Forces @ArmeniaMODTeam @un @OSCE @CharlesMichel @EmmanuelMacron @SecBlinken
2022-09-16 08:07:22+00:00,25,Twitter for iPhone,"One cannot attack sovereign territory and violate the fundamental principles of the @UN Charter. Our expectation is not only that the aggression will stop at this moment, but that it will never happen again."
2022-09-16 08:07:21+00:00,144,Twitter for iPhone,"There should be not only welcoming calls for a ceasefire, but targeted condemnation calls for #Azerbaijan's aggression.  There should be calls that this aggression will not be tolerated by the international community."
2022-09-16 06:33:50+00:00,150,Twitter for iPhone,Azerbaijan must pay a price for attacking a sovereign state in violation of international law. The Biden administration can get Aliyev’s attention by rescinding its waiver of Section 907. https://t.co/xPu8cU3kYS
2022-09-15 13:35:37+00:00,16,Twitter for iPhone,Thanks for your position! We also expect the international community to take appropriate measures &amp; influence on #Azerbaijan to withdraw its troops from the occupied parts of the sovereign territory of #Armenia &amp; return to the initial positions of the Armenian-Azerbaijani border.
2022-09-15 13:32:11+00:00,15,Twitter for iPhone,"We also expect the #EU to take appropriate political measures, impacting #Azerbaijan to withdraw its troops from the occupied parts of the #Armenian sovereign territory &amp; return to the initial positions of the Armenian-Azerbaijani border as of May 12, 2021."
2022-09-15 13:32:10+00:00,10,Twitter for iPhone,The #EU welcomes the ceasefire agreement reached between #Armenia and #Azerbaijan. @CharlesMichel @vonderleyen @ToivoKlaar
2022-09-14 12:53:58+00:00,25,Twitter for iPhone,"Moreover, raising the issue of legal responsibility for Azerbaijan's aggression, which has not been provoked by any means. @un @osce @CharlesMichel @EmmanuelMacron @SecBlinken"
2022-09-14 12:53:58+00:00,183,Twitter for iPhone,"Our expectations from the international community are not only about stopping Azerbaijan's aggression, but also forcing the withdraw of its armed forces from the sovereign territory of Armenia and return to the positions as of May 2021, before the launch of Azerbaijani aggression"
2022-09-14 11:17:35+00:00,5,Twitter for iPhone,#Azerbaijans unprovoked military aggression on sovereign territory of #Armenia is continuing. @OSCE @UN @SecBlinken @eucopresident @EmmanuelMacron
2022-09-14 06:22:05+00:00,15,Twitter for iPhone,⬆️ @CharlesMichel @EmmanuelMacron @SecBlinken @StateDept @POTUS @vonderleyen @EU_Commission
2022-09-13 11:13:06+00:00,14,Twitter for iPhone,!!!
2022-09-13 09:00:19+00:00,9,Twitter for iPhone,The sovereign territory of #Armenia is under attack! The aggressor has a name - #Azerbaijan. https://t.co/DqC7DJfzqf
2022-09-13 00:59:51+00:00,109,Twitter for iPhone,"#Armenia will officially appeal to the RF/Treaty of Friendship, Cooperation/Mutual Assistance/, CSTO and the #UN Security Council regarding aggression of #Azerbaijan against sovereign territory of Armenia."
2022-09-12 14:37:21+00:00,40,Twitter for iPhone,"Silent Erasure. A Satellite Investigation of the Destruction of Armenian Cultural Heritage in Nakhchivan, Azerbaijan"
2022-09-12 13:50:53+00:00,15,Twitter for iPhone,"Իրադարձությունները ցույց տվեցին, որ 2020թ. նոյեմբերի 9-ով չսահմանափակվեցին այն վատ բաները, որոնք կարող էին տեղի ունենալ մեզ հետ: Դրանք չեն ավարտվել, այդ գործընթացը շարունակվում է, ուստի դրա դեմ պետք է ձևավորել ազգային-պետական հզոր իմունիտետ: https://t.co/Eb6KybKuhU"
2022-09-12 06:51:41+00:00,43,Twitter for iPhone,"In this situation, a properly targeted international response can prevent this new provocation being prepared. @CharlesMichel @OSCE #MinskGroup"
2022-09-12 06:51:41+00:00,46,Twitter for iPhone,"All actors of the international community, that are interested in the Armenian-Azerbaijani peace process &amp; the settlement of the #NagornoKarabakh conflict, should follow very carefully &amp; clearly realize that Azerbaijan has once again started a preparatory process of provocation."
2022-09-12 06:51:40+00:00,21,Twitter for iPhone,"Many people wonder why #Azerbaijan organizes and consistently implements this #disinformation. We all know that when Azerbaijan plans another border provocation, before carrying it out it prepares #fake grounds of informational legitimization for this provocation."
2022-09-12 06:51:40+00:00,21,Twitter for iPhone,"Naturally, the relevant defense departments of the #Armenian side deny those rumors, noting that no military unit of the Armenian side opened fire in the direction of #Azerbaijan."
2022-09-12 06:51:40+00:00,137,Twitter for iPhone,"During the last week &amp; till this day, the Ministry of Defense of #Azerbaijan has been spreading #fake statements almost every day, as if the #Armenian forces fired in different directions through the contact line, &amp; they took steps, after which the fire was silenced."
2022-09-09 07:18:55+00:00,9,Twitter for iPhone,Our deepest condolences to the Royal Family and British nation on the death of Her Majesty Queen Elizabeth II. She has left a huge mark in history. May she rest in peace. @royalfamily @johngallagheruk @ukinarmenia
2022-09-03 19:07:50+00:00,10,Twitter for iPhone,"Խոսել ենք Հայաստանի անառիկ ամրոց լինելու գաղափարի, խաղաղության նպատակի և ընթացող բանակցությունների մասին:
https://t.co/RH9Au1xPhs"
2022-09-03 10:12:16+00:00,31,Twitter for iPhone,#Azerbaijan intends to undermine peace process &amp; continue its policy of ethnic cleansing thrgh use of force.
2022-09-01 18:52:54+00:00,5,Twitter for iPhone,Բրյուսելյան հանդիպման մանրամասները https://t.co/YSLMytbJ37
2022-08-31 18:49:58+00:00,13,Twitter for iPhone,"UN CERD expressed deep concern on allegations of grave violations by Azerbaijan against Armenian PoWs, killings, torture, arbitrary detention, destruction of houses, schools, heritage, incitement to hatred &amp; racist stereotypes by public figures &amp; officials https://t.co/1PQzrLd7FP"
2022-08-26 18:05:27+00:00,12,Twitter for iPhone,No one has canceled the Co-Chairmanship of the #OSCE Minsk Group.
2022-08-26 10:44:28+00:00,24,Twitter for iPhone,"In other words, it is instated that there is Nagorno Karabakh and the conflict around it, without the settlement of which we will be far from peace. 

Military success blinds and then becomes the basis for failure."
2022-08-26 10:44:27+00:00,23,Twitter for iPhone,"However, the entire international community holds a different opinion, that the settlement of the Nagorno Karabakh conflict is necessary for long lasting peace."
2022-08-26 10:44:27+00:00,80,Twitter for iPhone,"#Azerbaijan believes that they are  to decide whether the #US should nominate a @OSCE Minsk Group co-chairman or not...

…or they are to state that there is no Nagorno Karabakh, and that the Nagorno Karabakh conflict is resolved."
2022-08-24 05:30:30+00:00,8,Twitter for iPhone,Քննարկում ենք արտաքին քաղաքական և ներքաղաքական զարգացումները: https://t.co/7xDa0Md5n3
2022-08-18 00:01:10+00:00,56,Twitter for iPhone,"The Lemkin Institute for Genocide Prevention condemned #Azerbaijan for the continued hate speech, threats, &amp; atrocities committed against #Armenian  people and cultural heritage in #Artsakh &amp; beyond."
2022-08-10 00:28:57+00:00,75,Twitter for iPhone,On August 8 CFTJ in Geneva presented firsthand evidence of Azerbaijan’s systematic torture of Armenians to the UN Committee on the Elimination of Racial Discrimination (CERD). CFTJ “implored the UN to take urgent action... to hold Azerbaijan accountable https://t.co/G8Lu6MklyK
2022-08-08 09:17:05+00:00,4,Twitter for iPhone,Քննարկում ենք բանակցային գործընթացը RTVI միջազգային հեռուստաալիքի եթերում. https://t.co/sjpFI3on9C
2022-08-06 02:07:39+00:00,26,Twitter for iPhone,"Only in that case the vague, toothless statements directed to both sides will be replaced by clearly targeted ones, raising the question of responsibility and stopping the policy of ethnic cleansings. There is no other way."
2022-08-06 02:07:39+00:00,25,Twitter for iPhone,Our partners of international structures should clearly distinguish between the victim of the situation and the perpetrator of ethnic cleansing.
2022-08-06 02:07:39+00:00,193,Twitter for iPhone,"What #Azerbaijan has recently carried out in Nagorno Karabakh is ethnic cleansing called ethnic cleansing in international law. This policy is an international crime. Sooner or later, it will bring the Azerbaijani leadership into responsibility."
2022-08-04 19:02:37+00:00,5,Twitter for iPhone,Հայաստանը պահանջում է կատարել եռակողմ հայտարարության դրույթները https://t.co/oMKllNKSEe
2022-08-04 08:08:45+00:00,10,Twitter for iPhone,Baku's latest actions are aimed at rejecting those points and realities.
2022-08-04 08:08:45+00:00,27,Twitter for iPhone,".@NikolPashinyan underlined Nov 9,2020 ceasefire statement has been fully implemented by #Armenia. Statement endorsed 1,#NagornoKarabakh exists as an entity; 2 there is a line of contact between NK &amp; #Azerbaijan &amp; 3 - there's #Lachin corridor, providing secure link with Armenia."
2022-07-20 05:47:02+00:00,11,Twitter for iPhone,"Ինձ շատ են հարցնում, թե հիմա ի՞նչ զարգացումներ կան, ի՞նչ իրավիճակ է: Ահա այս հարցազրույցում փորձել ենք պատասխանել բազմաթիվ կարևոր հարցերի: https://t.co/Dx3NCPrHNt"
2022-07-14 07:17:48+00:00,12,Twitter for iPhone,"Mes Félicitations au peuple français à l'occasion de la fête nationale! Le 14 juillet et donc la Grande Révolution française ont affecté toute l'humanité, marquant la victoire des droits de l'homme et de la démocratie... la liberté, l'égalité et la fraternité ! @AmbaFR_Armenie"
2022-07-12 06:26:05+00:00,21,Twitter for iPhone,"It is important that the dialogue continues and has its successful conclusion in the form of opening the borders and establishing diplomatic relations.

Armenia continues proactive diplomacy. @MFAofArmenia"
2022-07-12 06:26:05+00:00,27,Twitter for iPhone,"We must realize that having continuously closed borders and zero diplomatic relations with Turkey will not take us anywhere, especially considering the realities of the last war."
2022-07-12 06:26:05+00:00,45,Twitter for iPhone,The last time a direct contact between the leaders of Armenia and Turkey took place was about ten years ago. And this is an extremely important step in the process of normalization of Armenian-Turkish relations. @NikolPashinyan @RTErdogan
2022-07-11 12:51:25+00:00,46,Twitter for iPhone,Prime Minister @NikolPashinyan holds telephone conversation with the President of Turkey @RTErdogan. They emphasized the importance of the bilateral normalization process between their countries which will also contribute to the strengthening of peace &amp; stability in the region.
2022-07-10 17:44:48+00:00,9,Twitter for iPhone,"Խոսել ենք ներքաղաքական և արտաքին քաղաքական մարտահրավերներից:
https://t.co/jgd4sXKRjI"
2022-07-08 18:04:17+00:00,9,Twitter for iPhone,"Political issues should be tackled in a political dimension and in civilized ways. Naturally, any violence is reprehensible.

I express my deepest condolences to the Japanese ambassador to Armenia and the Japanese people."
2022-07-08 18:04:16+00:00,9,Twitter for iPhone,"As a long-time member of the Armenian-Japanese parliamentary friendship group, I should state that during the years of his prime ministership, there was only a positive development in the Armenian-Japanese relations and the Japanese embassy was opened in the Republic of Armenia."
2022-07-08 18:04:16+00:00,43,Twitter for iPhone,"Today, the entire civilized humanity is shocked by the assassination of the former Japanese Prime Minister Shinzo Abe. https://t.co/GKNDks09eh"
2022-06-28 19:21:06+00:00,9,Twitter for iPhone,Դադարեցրե՛ք Ադրբեջանի լոբբիստի աշխատանքը ՀՀ-ում․ կոնկրետ մարդկանց միջոցով սրսկում է իր թեզերը՝ բացելու ՀՀ-ի խաղաքարտերը. https://t.co/DQuHz7eDC6
2022-06-25 13:31:38+00:00,6,Twitter for iPhone,"Բանակցային գործընթացի, Ուկրաինայի և Մոլդովայի ԵՄ անդամակցության, բանակից խուսափելու և ռազմահայրենասիրական քարո անելու և շատ այլ հետաքրքիր թեմաների մասին: https://t.co/uhocVA75Tc"
2022-06-21 08:45:31+00:00,38,Twitter for iPhone,Happy to be back at European Parliament @Europarl_EN attending Roundtable on the Eastern Partnership! https://t.co/FGGfAxX70a
2022-06-15 19:18:26+00:00,0,Twitter for iPhone,@NobelPrize laureate @ardemp Ardem Patapoutian addressed Yerevan State University graduates during YSU official commencement ceremony. Thank you for your inspiring address. https://t.co/XGxAiLhCIu
2022-06-15 13:02:18+00:00,33,Twitter for iPhone,Congratulations Ardem Patapoutian @ardemp !!!! We are proud and thankful that you gave your @NobelPrize for display to History Museum of #Armenia to encourage Armenian youth to concentrate on science.
2022-06-10 18:30:38+00:00,9,Twitter for iPhone,"Խոսել ենք Արցախ այցելության արդյունքների, ՌԴ ԱԳՆ Լավրովի հայտարարությունների, բանակցային գերծընթացի և ներքաղաքական հարցերի մասին: https://t.co/yzk2msm606"
2022-06-04 17:21:22+00:00,16,Twitter for iPhone,"Congrats, my dear friends @timmydooley @ilhankyuchyuk and all the @ALDEParty members! For sure, your experience and background will help to strengthen our Alliance based on professionalism and common human-centric values! https://t.co/orz4xqNVFm"
2022-06-04 14:16:39+00:00,9,Twitter for iPhone,Indeed !
2022-06-03 16:25:04+00:00,8,Twitter for iPhone,"Now more than ever, we need a strong, united Europe. At this #ALDECongress Party Congress, let us shape the liberal response and move forward together! https://t.co/UBMmo7OWBQ"
2022-06-01 07:05:16+00:00,16,Twitter for iPhone,"Делимитация и демаркация, урегулирование отношений Армении с Азербайджаном и Турцией, статус Республики Арцах, реакция мирового сообщества на агрессивную риторику Азербайджана – эти и другие вопросы прокомментировал в беседе с «РА» Посол по особым поручениям Эдмон Марукян. https://t.co/CUnXHWWige"
2022-05-30 07:49:24+00:00,10,Twitter for iPhone,"Утверждать, что Нагорного Карабаха не существует и забывать им же подписанный в 2020 году документ, в котором четко обозначен Нагорный Карабах как политическая, территориальная единица и фактор – мировым сообществом подобное всерьез не воспринимается.
https://t.co/4BqhLpgzdc"
2022-05-27 15:17:57+00:00,19,Twitter for iPhone,"Restoration of peace in the region is a priority for our government. So, we’re doing everything possible to reach and sustain long-lasting peace.”"
2022-05-22 23:18:26+00:00,7,Twitter for iPhone,Last news from the meeting of @NikolPashinyan @eucopresident @azpresident in Brussels.
2022-05-15 05:49:57+00:00,94,Twitter for iPhone,Rosa Linn you are the best !!!
2022-05-14 07:42:15+00:00,13,Twitter for iPhone,Հայաստանը հրապարակել է Ադրբեջանին ներկայացրած իր առաջարկները https://t.co/lCRdIeKC8A
2022-05-14 07:40:34+00:00,5,Twitter for iPhone,Կարևորի մասին !
2022-05-10 16:47:38+00:00,1,Twitter for iPhone,@TheAntiNikol I said https://t.co/4mZVuiF4k0
2022-05-10 14:25:03+00:00,59,Twitter Web App,"Armenia’s proposals handed over to Azerbaijan in Brussels include also status, security of Artsakh – Ambassador-at-large https://t.co/4mZVuiF4k0"
2022-05-10 12:05:31+00:00,7,Twitter for iPhone,"В документе, переданном Арменией Азербайджану в Брюсселе, есть вопросы статуса и безопасности Арцаха: Эдмон Марукян https://t.co/XsB0QhWsr5"
2022-04-27 10:44:05+00:00,12,Twitter for iPhone,"My congratulations to the people of the Netherlands on the King's Day! On this special occasion, I wish our Dutch friends well-being and success!  I am sure that the Armenian-Dutch relations will be strengthened in the future! @markrutte @NicoSchermers @NLinArmenia"
2022-04-24 19:18:27+00:00,12,Twitter for iPhone,Representatives of the Bright Armenia Party paid tribute to the memory of the innocent victims of the #ArmenianGenocide https://t.co/pZ2D4OhXuP
2022-04-24 19:16:24+00:00,9,Twitter for iPhone,"Le président français @EmmanuelMacron a été réélu.  Félicitations à nos partenaires du parti ""La République en Marche! @enmarchefr"". @AmbaFR_Armenie @AnneLouyot"
2022-04-20 14:47:48+00:00,11,Twitter for iPhone,Արցախյան հիմնախնդիրն ու ներքաղաքական պայքարը:
2022-04-17 05:48:48+00:00,20,Twitter for iPhone,Քրիստոս հարյավ ի մեռելոց․ օրհնյալ է հարությունը Քրիստոսի:
2022-04-10 17:27:44+00:00,12,Twitter for iPhone,"30 y. ago, on April 10, 1992, the Azerbaijani armed forces carried out an unprecedented massacre of peaceful population in the village of Maragha in the Martakert region of Artsakh, resulting in the complete annihilation of the Armenian settlement with a population of about 5,000"
2022-04-10 15:00:52+00:00,36,Twitter for iPhone,"We pay tribute to memory of victims of #Maraghamassacre &amp; reaffirm our commitment to ensure right of #Artsakh ppl to free,secure,dignified life in their homeland, &amp; emphasize intl community's efforts to prevent threats to existential security of #Armenia'ns of #NagornoKarabakh."
2022-03-29 08:03:54+00:00,29,Twitter for iPhone,"It was a great pleasure to meet Ambassador @SwedeninArmenia! We had a very interesting and constructive dialogue on different important issues. For sure, we will continue our good cooperation! #Armenia #Sweden"
2022-03-26 21:32:48+00:00,31,Twitter for iPhone,"Obviously, #Baku, taking advantage of the difficult international situation, continues its genocide policy against the Armenians. For sure the strong position of the three @OSCE Minsk Group co-chairs, permanent members of the @UN Security Council, can force the aggressor to stop."
